día,precio de cierre ajustado,cambio de precio,dia,precio final,cambio,mes,dia,precio final,cambio,,,,día,precio de cierre,cambio de precio
1121,1728.1,11.9,,,,,,,,,,,,,
1122,1705,-23.1,,,,,,,,,,,,,
1123,1696.5,-8.5,,,,,,,,,,,,,
1124,1665.4,-31.1,,,,,,,,,,,,,
1125,1671.7,6.3,,,,,,,,,,,,,
1126,1666.2,-5.5,,,,,,,,,,,,,
1127,1659.7,-6.5,,,,,,,,,,,,,
1128,1664.6,4.9,,,,,,,,,,,,,
1129,1670.8,6.2,,,,,,,,,,,,,
1130,1645.3,-25.5,,,,,,,,,,,,,
1131,1623.3,-22,,,,,,,,,,,,,
1132,1626.7,3.4,,,,,,,,,,,,,
1133,1660.4,33.7,,,,,,,,,,,,,
1134,1658.5,-1.9,,,,,,,,,,,,,
1135,1662.4,3.9,,,,,,,,,,,,,
1136,1692.9,30.5,,,,,,,,,,,,,
1137,1721.1,28.2,,,,,,,,,,,,,
1138,1711.4,-9.7,,,,,,,,,,,,,
1139,1711.7,0.3,,,,,,,,,,,,,
1140,1700.5,-11.2,,,,,,,,,,,,,
1141,1667.3,-33.2,,,,,,,,,,,,,
1142,1678.7,11.4,,,,,,,,,,,,,
1143,1670.3,-8.4,,,,,,,,,,,,,
1144,1670,-0.3,,,,,,,,,,,,,
1145,1641.7,-28.3,,,,,,,,,,,,,
1146,1657,15.3,,,,,,,,,,,,,
1147,1649,-8,,,,,,,,,,,,,
1148,1627.5,-21.5,,,,,,,,,,,,,
1149,1630.8,3.3,,,,,,,,,,,,,
1150,1651,20.2,,,,,,,,,,,,,
1151,1648.7,-2.3,,,,,,,,,,,,,
1152,1652.8,4.1,,,,,,,,,,,,,
1153,1664,11.2,,,,,,,,,,,,,
1154,1660.7,-3.3,,,,,,,,,,,,,
1155,1639.6,-21.1,,,,,,,,,,,,,
1156,1635.9,-3.7,,,,,,,,,,,,,
1157,1645,9.1,,,,,,,,,,,,,
1158,1645.7,0.7,,,,,,,,,,,,,
1159,1627.3,-18.4,,,,,,,,,,,,,
1160,1672.5,45.2,,,,,,,,,,,,,
1161,1676.5,4,,,,,,,,,,,,,
1162,1712.1,35.6,,,,,,,,,,,,,
1163,1710.1,-2,,,,,,,,,,,,,
1164,1750.3,40.2,,,,,,,,,,,,,
1165,1766,15.7,,,,,,,,,,,,,
1166,1773.6,7.6,,,,,,,,,,,,,
1167,1773.8,0.2,,,,,,,,,,,,,
1168,1773,-0.8,,,,,,,,,,,,,
1169,1760.8,-12.2,,,,,,,,,,,,,
1170,1751.9,-8.9,,,,,,,,,,,,,
1171,1737.4,-14.5,,,,,,,,,,,,,
1172,1738.3,0.9,,,,,,,,,,,,,
1173,1744.9,6.6,,,,,,,,,,,,,
1174,1753.3,8.4,,,,,,,,,,,,,
1175,1740.1,-13.2,,,,,,,,,,,,,
1176,1748.4,8.3,,,,,,,,,,,,,
1177,1746,-2.4,,,,,,,,,,,,,
1178,1801.1,55.1,,,,,,,,,,,,,
1179,1795.9,-5.2,,,,,,,,,,,,,
1180,1767.4,-28.5,,,,,,,,,,,,,
1181,1769.3,1.9,,,,,,,,,,,,,
1182,1785.5,16.2,,,,,,,,,,,,,
1183,1788.7,3.2,,,,,,,,,,,,,
1184,1798.1,9.4,,,,,,,,,,,,,
1185,1780.5,-17.6,,,,,,,,,,,,,
1186,1813.9,33.4,,,,,,,,,,,,,
1187,1807.5,-6.4,,,,,,,,,,,,,
1188,1777.2,-30.3,,,,,,,,,,,,,
1189,1790,12.8,,,,,,,,,,,,,
1190,1787.7,-2.3,,,,,,,,,,,,,
1191,1815.9,28.2,,,,,,,,,,,,,
1192,1815.9,0,,,,,,,,,,,,,
1193,1787,-28.9,,,,,,,,,,,,,
1194,1795.9,8.9,,,,,,,,,,,,,
1195,1814.8,18.9,,,,,,,,,,,,,
1196,1807.9,-6.9,,,,,,,,,,,,,
1197,1819.5,11.6,,,,,,,,,,,,,
1198,1819.7,0.2,,,,,,,,,,,,,
1199,1839.7,20,,,,,,,,,,,,,
1200,1852.8,13.1,,,,,,,,,,,,,
1201,1834.8,-18,,,,,,,,,,,,,
1202,1864.2,29.4,,,,,,,,,,,,,
1203,1872.7,8.5,,,,,,,,,,,,,
1204,1871.6,-1.1,,,,,,,,,,,,,
1205,1874.6,3,,,,,,,,,,,,,
1206,1895.5,20.9,,,,,,,,,,,,,
1207,1918.4,22.9,,,,,,,,,,,,,
1208,1907.2,-11.2,,,,,,,,,,,,,
1209,1904.4,-2.8,,,,,,,,,,,,,
1210,1922.1,17.7,,,,,,,,,,,,,
1211,1926.4,4.3,,,,,,,,,,,,,
1212,1927.1,0.7,,,,,,,,,,,,,
1213,1933.9,6.8,,,,,,,,,,,,,
1214,1941.2,7.3,,,,,,,,,,,,,
1215,1929.1,-12.1,,,,,,,,,,,,,
1216,1928.6,-0.5,,,,,,,,,,,,,
1217,1922.9,-5.7,,,,,,,,,,,,,
1218,1929.5,6.6,,,,,,,,,,,,,
1219,1927.8,-1.7,,,,,,,,,,,,,
1220,1916.3,-11.5,,,,,,,,,,,,,
1221,1862.9,-53.4,,,,,,,,,,,,,
1222,1866.2,3.3,,,,,,,,,,,,,
1223,1871.7,5.5,,,,,,,,,,,,,
1224,1877.4,5.7,,,,,,,,,,,,,
1225,1866.2,-11.2,,,,,,,,,,,,,
1226,1862.8,-3.4,,,,,,,,,,,,,
1227,1851.9,-10.9,,,,,,,,,,,,,
1228,1854,2.1,,,,,,,,,,,,,
1229,1834.2,-19.8,,,,,,,,,,,,,
1230,1842,7.8,,,,,,,,,,,,,
1231,1840.4,-1.6,,,,,,,,,,,,,
1232,1833,-7.4,,,,,,,,,,,,,
1233,1832,-1,,,,,,,,,,,,,
1234,1818,-14,,,,,,,,,,,,,
1235,1808.8,-9.2,,,,,,,,,,,,,
1236,1817,8.2,,,,,,,,,,,,,
1237,1828.9,11.9,,,,,,,,,,,,,
1238,1837.7,8.8,,,,,,,,,,,,,
1239,1833.5,-4.2,,,,,,,,,,,,,
1240,1847.7,14.2,,,,,,,,,,,,,
1241,1847.9,0.2,,,,,,,,,,,,,
1242,1813.9,-34,,,,,,,,,,,,,
1243,1812.7,-1.2,,,,,,,,,,,,,
1244,1829.3,16.6,,,,,,,,,,,,,
1245,1862,32.7,,,,,,,,,,,,,
1246,1911.7,49.7,,,,,,,,,,,,,
1247,1906.2,-5.5,,,,,,,,,,,,,
1248,1926.6,20.4,,,,,,,,,,,,,
1249,1919,-7.6,,,,,,,,,,,,,
1250,1969.8,50.8,,,,,,,,,,,,,
1251,1979.2,9.4,,,,,,,,,,,,,
1252,1938,-41.2,,,,,,,,,,,,,
1253,1946.8,8.8,,,,,,,,,,,,,
1254,1993.8,47,,,,,,,,,,,,,
1255,1982.1,-11.7,,,,,,,,,,,,,
1256,1952.4,-29.7,,,,,,,,,,,,,
1257,1972.4,20,,,,,,,,,,,,,
1258,1966.1,-6.3,,,,,,,,,,,,,
1259,1980.3,14.2,,,,,,,,,,,,,
1260,1969,-11.3,,,,,,,,,,,,,
1261,1983.9,14.9,,,,,,,,,,,,,
1262,2022.2,38.3,,,,,,,,,,,,,
1263,2020.9,-1.3,,,,,,,,,,,,,
1264,2011.9,-9,,,,,,,,,,,,,
1265,1989.1,-22.8,,,,,,,,,,,,,
1266,2004.8,15.7,,,,,,,,,,,,,
1267,2010.9,6.1,,,,,,,,,,,,,
1268,2041.3,30.4,,,,,,,,,,,,,
1269,2002.2,-39.1,,,,,,,,,,,,,
1270,1994.2,-8,,,,,,,,,,,,,
1271,2007.4,13.2,,,,,,,,,,,,,
1272,1995.2,-12.2,,,,,,,,,,,,,
1273,2007.6,12.4,,,,,,,,,,,,,
1274,1979.5,-28.1,,,,,,,,,,,,,
1275,1989.1,9.6,,,,,,,,,,,,,
1276,1994,4.9,,,,,,,,,,,,,
1277,1985.7,-8.3,,,,,,,,,,,,,
1278,1989.9,4.2,,,,,,,,,,,,,
1279,1990.1,0.2,,,,,,,,,,,,,
1280,1983.4,-6.7,,,,,,,,,,,,,
1281,2014.3,30.9,,,,,,,,,,,,,
1282,2028.6,14.3,,,,,,,,,,,,,
1283,2048,19.4,,,,,,,,,,,,,
1284,2017.4,-30.6,,,,,,,,,,,,,
1285,2026.3,8.9,,,,,,,,,,,,,
1286,2036.2,9.9,,,,,,,,,,,,,
1287,2030.5,-5.7,,,,,,,,,,,,,
1288,2014.7,-15.8,,,,,,,,,,,,,
1289,2014.5,-0.2,,,,,,,,,,,,,
1290,2018,3.5,,,,,,,,,,,,,
1291,1988.4,-29.6,,,,,,,,,,,,,
1292,1980.7,-7.7,,,,,,,,,,,,,
1293,1956.5,-24.2,,,,,,,,,,,,,
1294,1978.7,22.2,,,,,,,,,,,,,
1295,1974.8,-3.9,,,,,,,,,,,,,
1296,1972.4,-2.4,,,,,,,,,,,,,
1297,1962.8,-9.6,,,,,,,,,,,,,
1298,1943.1,-19.7,,,,,,,,,,,,,
1299,1944.1,1,,,,,,,,,,,,,
1300,1958,13.9,,,,,,,,,,,,,
1301,1963.9,5.9,,,,,,,,,,,,,
1302,1978,14.1,,,,,,,,,,,,,
1303,1952.4,-25.6,,,,,,,,,,,,,
1304,1958,5.6,,,,,,,,,,,,,
1305,1965.5,7.5,,,,,,,,,,,,,
1306,1942.7,-22.8,,,,,,,,,,,,,
1307,1963.6,20.9,,,,,,,,,,,,,
1308,1962.2,-1.4,,,,,,,,,,,,,
1309,1955.3,-6.9,,,,,,,,,,,,,
1310,1944.6,-10.7,,,,,,,,,,,,,
1311,1955.3,10.7,,,,,,,,,,,,,
1312,1957.8,2.5,,,,,,,,,,,,,
1313,1958.4,0.6,,,,,,,,,,,,,
1314,1935.5,-22.9,,,,,,,,,,,,,
1315,1933.3,-2.2,,,,,,,,,,,,,
1316,1912.7,-20.6,,,,,,,,,,,,,
1317,1919.1,6.4,,,,,,,,,,,,,
1318,1923.7,4.6,,,,,,,,,,,,,
1319,1914,-9.7,,,,,,,,,,,,,
1320,1912.3,-1.7,,,,,,,,,,,,,
1321,1909.2,-3.1,,,,,,,,,,,,,
1322,1921.1,11.9,,,,,,,,,,,,,
1323,1921.7,0.6,,,,,,,,,,,,,
1324,1919.6,-2.1,,,,,,,,,,,,,
1325,1908.7,-10.9,,,,,,,,,,,,,
1326,1926.2,17.5,,,,,,,,,,,,,
1327,1925,-1.2,,,,,,,,,,,,,
1328,1931.3,6.3,,,,,,,,,,,,,
1329,1956.2,24.9,,,,,,,,,,,,,
1330,1959.2,3,,,,,,,,,,,,,
1331,1960.1,0.9,,,,,,,,,,,,,
1332,1952.4,-7.7,,,,,,,,,,,,,
1333,1977.2,24.8,,,,,,,,,,,,,
1334,1977.5,0.3,,,,,,,,,,,,,
1335,1968.3,-9.2,,,,,,,,,,,,,
1336,1964.3,-4,,,,,,,,,,,,,
1337,1960.3,-4,,,,,,,,,,,,,
1338,1962.1,1.8,,,,,,,,,,,,,
1339,1968.9,6.8,,,,,,,,,,,,,
1340,1945.4,-23.5,,,,,,,,,,,,,
1341,1960.4,15,,,,,,,,,,,,,
1342,1970.5,10.1,,,,,,,,,,,,,
1343,1940.7,-29.8,,,,,,,,,,,,,
1344,1937.4,-3.3,,,,,,,,,,,,,
1345,1932,-5.4,,,,,,,,,,,,,
1346,1939.6,7.6,,,,,,,,,,,,,
1347,1933.5,-6.1,,,,,,,,,,,,,
1348,1924.1,-9.4,,,,,,,,,,,,,
1349,1915.4,-8.7,,,,,,,,,,,,,
1350,1914.4,-1,,,,,,,,,,,,,
1351,1912.9,-1.5,,,,,,,,,,,,,
1352,1910.6,-2.3,,,,,,,,,,,,,
1353,1902.5,-8.1,,,,,,,,,,,,,
1354,1896.1,-6.4,,,,,,,,,,,,,
1355,1884.1,-12,,,,,,,,,,,,,
1356,1886.1,2,,,,,,,,,,,,,
1357,1893.3,7.2,,,,,,,,,,,,,
1358,1896.4,3.1,,,,,,,,,,,,,
1359,1918.5,22.1,,,,,,,,,,,,,
1360,1918.2,-0.3,,,,,,,,,,,,,
1361,1911.1,-7.1,,,,,,,,,,,,,
1362,1917.9,6.8,,,,,,,,,,,,,
1363,1936.5,18.6,,,,,,,,,,,,,
1364,1944.3,7.8,,,,,,,,,,,,,
